ID,Region/Country/Area,Year,Series,Value,Footnotes
154,Northern Europe,2015,Life expectancy at birth for both sexes (years),80.5,Data refers to a 5-year period preceding the reference year.;Including the Faroe Islands and the Isle of Man.
154,Northern Europe,2015,Life expectancy at birth for males (years),78.3,Data refers to a 5-year period preceding the reference year.;Including the Faroe Islands and the Isle of Man.
154,Northern Europe,2015,Life expectancy at birth for females (years),82.7,Data refers to a 5-year period preceding the reference year.;Including the Faroe Islands and the Isle of Man.
39,Southern Europe,2005,Population annual rate of increase (percent),0.6,Data refers to a 5-year period preceding the reference year.
39,Southern Europe,2005,Total fertility rate (children per women),1.4,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2005,"Infant mortality for both sexes (per 1,000 live births)",5.8,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2005,Life expectancy at birth for both sexes (years),78.8,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2005,Life expectancy at birth for males (years),75.6,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2005,Life expectancy at birth for females (years),81.8,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2010,Population annual rate of increase (percent),0.5,Data refers to a 5-year period preceding the reference year.
39,Southern Europe,2010,Total fertility rate (children per women),1.4,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2010,"Infant mortality for both sexes (per 1,000 live births)",4.7,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2010,Life expectancy at birth for both sexes (years),80,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2010,Life expectancy at birth for males (years),77.1,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2010,Life expectancy at birth for females (years),82.9,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2015,Population annual rate of increase (percent),-0.2,Data refers to a 5-year period preceding the reference year.
39,Southern Europe,2015,Total fertility rate (children per women),1.4,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2015,"Infant mortality for both sexes (per 1,000 live births)",4,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2015,Life expectancy at birth for both sexes (years),81.1,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2015,Life expectancy at birth for males (years),78.4,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
39,Southern Europe,2015,Life expectancy at birth for females (years),83.7,"Data refers to a 5-year period preceding the reference year.;Including Andorra, Gibraltar, Holy See, and San Marino."
155,Western Europe,2005,Population annual rate of increase (percent),0.3,Data refers to a 5-year period preceding the reference year.
155,Western Europe,2005,Total fertility rate (children per women),1.6,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2005,"Infant mortality for both sexes (per 1,000 live births)",4.3,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2005,Life expectancy at birth for both sexes (years),78.9,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2005,Life expectancy at birth for males (years),75.8,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2005,Life expectancy at birth for females (years),82,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2010,Population annual rate of increase (percent),0.3,Data refers to a 5-year period preceding the reference year.
155,Western Europe,2010,Total fertility rate (children per women),1.6,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2010,"Infant mortality for both sexes (per 1,000 live births)",3.7,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2010,Life expectancy at birth for both sexes (years),80.2,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2010,Life expectancy at birth for males (years),77.3,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2010,Life expectancy at birth for females (years),83,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2015,Population annual rate of increase (percent),0.4,Data refers to a 5-year period preceding the reference year.
155,Western Europe,2015,Total fertility rate (children per women),1.7,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2015,"Infant mortality for both sexes (per 1,000 live births)",3.4,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2015,Life expectancy at birth for both sexes (years),81.1,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2015,Life expectancy at birth for males (years),78.4,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
155,Western Europe,2015,Life expectancy at birth for females (years),83.7,"Data refers to a 5-year period preceding the reference year.;Including Liechtenstein, and Monaco."
9,Oceania,2005,Population annual rate of increase (percent),1.4,Data refers to a 5-year period preceding the reference year.
9,Oceania,2005,Total fertility rate (children per women),2.4,Data refers to a 5-year period preceding the reference year.
9,Oceania,2005,"Infant mortality for both sexes (per 1,000 live births)",25.2,Data refers to a 5-year period preceding the reference year.
9,Oceania,2005,Life expectancy at birth for both sexes (years),75.7,Data refers to a 5-year period preceding the reference year.
9,Oceania,2005,Life expectancy at birth for males (years),73.1,Data refers to a 5-year period preceding the reference year.
9,Oceania,2005,Life expectancy at birth for females (years),78.2,Data refers to a 5-year period preceding the reference year.
9,Oceania,2010,Population annual rate of increase (percent),1.7,Data refers to a 5-year period preceding the reference year.
9,Oceania,2010,Total fertility rate (children per women),2.5,Data refers to a 5-year period preceding the reference year.
9,Oceania,2010,"Infant mortality for both sexes (per 1,000 live births)",22.4,Data refers to a 5-year period preceding the reference year.
9,Oceania,2010,Life expectancy at birth for both sexes (years),77,Data refers to a 5-year period preceding the reference year.
9,Oceania,2010,Life expectancy at birth for males (years),74.6,Data refers to a 5-year period preceding the reference year.
9,Oceania,2010,Life expectancy at birth for females (years),79.4,Data refers to a 5-year period preceding the reference year.
9,Oceania,2015,Population annual rate of increase (percent),1.5,Data refers to a 5-year period preceding the reference year.
9,Oceania,2015,Total fertility rate (children per women),2.4,Data refers to a 5-year period preceding the reference year.
9,Oceania,2015,"Infant mortality for both sexes (per 1,000 live births)",20.8,Data refers to a 5-year period preceding the reference year.
9,Oceania,2015,Life expectancy at birth for both sexes (years),77.9,Data refers to a 5-year period preceding the reference year.
9,Oceania,2015,Life expectancy at birth for males (years),75.7,Data refers to a 5-year period preceding the reference year.
9,Oceania,2015,Life expectancy at birth for females (years),80.2,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2005,Population annual rate of increase (percent),1.2,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2005,Total fertility rate (children per women),1.8,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2005,"Infant mortality for both sexes (per 1,000 live births)",5,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2005,Life expectancy at birth for both sexes (years),80.1,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2005,Life expectancy at birth for males (years),77.6,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2005,Life expectancy at birth for females (years),82.6,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2010,Population annual rate of increase (percent),1.7,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2010,Total fertility rate (children per women),2,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2010,"Infant mortality for both sexes (per 1,000 live births)",4.5,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2010,Life expectancy at birth for both sexes (years),81.3,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2010,Life expectancy at birth for males (years),79,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2010,Life expectancy at birth for females (years),83.5,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2015,Population annual rate of increase (percent),1.4,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2015,Total fertility rate (children per women),1.9,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2015,"Infant mortality for both sexes (per 1,000 live births)",4,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2015,Life expectancy at birth for both sexes (years),82.1,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2015,Life expectancy at birth for males (years),80.1,Data refers to a 5-year period preceding the reference year.
53,Australia and New Zealand,2015,Life expectancy at birth for females (years),84.2,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2005,Population annual rate of increase (percent),2.2,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2005,Total fertility rate (children per women),4.2,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2005,"Infant mortality for both sexes (per 1,000 live births)",51,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2005,Life expectancy at birth for both sexes (years),63.7,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2005,Life expectancy at birth for males (years),61.4,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2005,Life expectancy at birth for females (years),66.1,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2010,Population annual rate of increase (percent),2.2,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2010,Total fertility rate (children per women),3.9,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2010,"Infant mortality for both sexes (per 1,000 live births)",47.3,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2010,Life expectancy at birth for both sexes (years),65.2,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2010,Life expectancy at birth for males (years),62.9,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2010,Life expectancy at birth for females (years),67.7,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2015,Population annual rate of increase (percent),2,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2015,Total fertility rate (children per women),3.7,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2015,"Infant mortality for both sexes (per 1,000 live births)",44.3,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2015,Life expectancy at birth for both sexes (years),66.1,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2015,Life expectancy at birth for males (years),63.8,Data refers to a 5-year period preceding the reference year.
54,Melanesia,2015,Life expectancy at birth for females (years),68.7,Data refers to a 5-year period preceding the reference year.
57,Micronesia,2005,Population annual rate of increase (percent),0.2,Data refers to a 5-year period preceding the reference year.
57,Micronesia,2005,Total fertility rate (children per women),3.2,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2005,"Infant mortality for both sexes (per 1,000 live births)",31,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2005,Life expectancy at birth for both sexes (years),70.9,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2005,Life expectancy at birth for males (years),68.9,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2005,Life expectancy at birth for females (years),73.1,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2010,Population annual rate of increase (percent),0,Data refers to a 5-year period preceding the reference year.
57,Micronesia,2010,Total fertility rate (children per women),3,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2010,"Infant mortality for both sexes (per 1,000 live births)",29.1,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2010,Life expectancy at birth for both sexes (years),71.9,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2010,Life expectancy at birth for males (years),69.7,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2010,Life expectancy at birth for females (years),74.3,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2015,Population annual rate of increase (percent),0.6,Data refers to a 5-year period preceding the reference year.
57,Micronesia,2015,Total fertility rate (children per women),3,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2015,"Infant mortality for both sexes (per 1,000 live births)",27.9,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2015,Life expectancy at birth for both sexes (years),72.8,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2015,Life expectancy at birth for males (years),70.5,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
57,Micronesia,2015,Life expectancy at birth for females (years),75.3,"Data refers to a 5-year period preceding the reference year.;Including Marshall Islands, Nauru, Northern Mariana Islands, and Palau."
61,Polynesia,2005,Population annual rate of increase (percent),0.9,Data refers to a 5-year period preceding the reference year.;Including Pitcairn.
61,Polynesia,2005,Total fertility rate (children per women),3.3,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2005,"Infant mortality for both sexes (per 1,000 live births)",19.9,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2005,Life expectancy at birth for both sexes (years),71.6,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2005,Life expectancy at birth for males (years),68.9,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2005,Life expectancy at birth for females (years),74.6,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2010,Population annual rate of increase (percent),0.5,Data refers to a 5-year period preceding the reference year.;Including Pitcairn.
61,Polynesia,2010,Total fertility rate (children per women),3.2,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2010,"Infant mortality for both sexes (per 1,000 live births)",17.6,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2010,Life expectancy at birth for both sexes (years),73.2,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2010,Life expectancy at birth for males (years),70.6,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2010,Life expectancy at birth for females (years),76.1,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2015,Population annual rate of increase (percent),0.5,Data refers to a 5-year period preceding the reference year.;Including Pitcairn.
61,Polynesia,2015,Total fertility rate (children per women),3,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2015,"Infant mortality for both sexes (per 1,000 live births)",15.2,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2015,Life expectancy at birth for both sexes (years),74.5,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2015,Life expectancy at birth for males (years),72,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
61,Polynesia,2015,Life expectancy at birth for females (years),77.4,"Data refers to a 5-year period preceding the reference year.;Including American Samoa, Cook Islands, Niue, Pitcairn, Tokelau, Tuvalu, and Wallis and Futuna Islands."
4,Afghanistan,2005,Population annual rate of increase (percent),4.4,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2005,Total fertility rate (children per women),7.2,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2005,"Infant mortality for both sexes (per 1,000 live births)",89.5,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2005,"Maternal mortality ratio (deaths per 100,000 population)",821,
4,Afghanistan,2005,Life expectancy at birth for both sexes (years),56.9,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2005,Life expectancy at birth for males (years),55.8,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2005,Life expectancy at birth for females (years),58.1,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2010,Population annual rate of increase (percent),2.8,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2010,Total fertility rate (children per women),6.4,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2010,"Infant mortality for both sexes (per 1,000 live births)",76.7,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2010,"Maternal mortality ratio (deaths per 100,000 population)",584,
4,Afghanistan,2010,Life expectancy at birth for both sexes (years),60,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2010,Life expectancy at birth for males (years),58.9,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2010,Life expectancy at birth for females (years),61.3,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2015,Population annual rate of increase (percent),3.2,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2015,Total fertility rate (children per women),5.3,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2015,"Infant mortality for both sexes (per 1,000 live births)",68.6,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2015,"Maternal mortality ratio (deaths per 100,000 population)",396,
4,Afghanistan,2015,Life expectancy at birth for both sexes (years),62.3,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2015,Life expectancy at birth for males (years),61.1,Data refers to a 5-year period preceding the reference year.
4,Afghanistan,2015,Life expectancy at birth for females (years),63.5,Data refers to a 5-year period preceding the reference year.
8,Albania,2005,Population annual rate of increase (percent),-0.3,Data refers to a 5-year period preceding the reference year.
8,Albania,2005,Total fertility rate (children per women),1.9,Data refers to a 5-year period preceding the reference year.
8,Albania,2005,"Infant mortality for both sexes (per 1,000 live births)",21.1,Data refers to a 5-year period preceding the reference year.
8,Albania,2005,"Maternal mortality ratio (deaths per 100,000 population)",30,
8,Albania,2005,Life expectancy at birth for both sexes (years),74.8,Data refers to a 5-year period preceding the reference year.
8,Albania,2005,Life expectancy at birth for males (years),72.3,Data refers to a 5-year period preceding the reference year.
8,Albania,2005,Life expectancy at birth for females (years),77.8,Data refers to a 5-year period preceding the reference year.
8,Albania,2010,Population annual rate of increase (percent),-0.9,Data refers to a 5-year period preceding the reference year.
8,Albania,2010,Total fertility rate (children per women),1.6,Data refers to a 5-year period preceding the reference year.
8,Albania,2010,"Infant mortality for both sexes (per 1,000 live births)",16.8,Data refers to a 5-year period preceding the reference year.
8,Albania,2010,"Maternal mortality ratio (deaths per 100,000 population)",30,
8,Albania,2010,Life expectancy at birth for both sexes (years),75.6,Data refers to a 5-year period preceding the reference year.
8,Albania,2010,Life expectancy at birth for males (years),73.2,Data refers to a 5-year period preceding the reference year.
8,Albania,2010,Life expectancy at birth for females (years),78.5,Data refers to a 5-year period preceding the reference year.
8,Albania,2015,Population annual rate of increase (percent),-0.1,Data refers to a 5-year period preceding the reference year.
8,Albania,2015,Total fertility rate (children per women),1.7,Data refers to a 5-year period preceding the reference year.
8,Albania,2015,"Infant mortality for both sexes (per 1,000 live births)",14.6,Data refers to a 5-year period preceding the reference year.
8,Albania,2015,"Maternal mortality ratio (deaths per 100,000 population)",29,
8,Albania,2015,Life expectancy at birth for both sexes (years),77.7,Data refers to a 5-year period preceding the reference year.
8,Albania,2015,Life expectancy at birth for males (years),75.6,Data refers to a 5-year period preceding the reference year.
8,Albania,2015,Life expectancy at birth for females (years),79.9,Data refers to a 5-year period preceding the reference year.
12,Algeria,2005,Population annual rate of increase (percent),1.3,Data refers to a 5-year period preceding the reference year.
12,Algeria,2005,Total fertility rate (children per women),2.4,Data refers to a 5-year period preceding the reference year.
12,Algeria,2005,"Infant mortality for both sexes (per 1,000 live births)",37.3,Data refers to a 5-year period preceding the reference year.
12,Algeria,2005,"Maternal mortality ratio (deaths per 100,000 population)",148,
12,Algeria,2005,Life expectancy at birth for both sexes (years),71.5,Data refers to a 5-year period preceding the reference year.
12,Algeria,2005,Life expectancy at birth for males (years),70.1,Data refers to a 5-year period preceding the reference year.
12,Algeria,2005,Life expectancy at birth for females (years),72.9,Data refers to a 5-year period preceding the reference year.
12,Algeria,2010,Population annual rate of increase (percent),1.6,Data refers to a 5-year period preceding the reference year.
12,Algeria,2010,Total fertility rate (children per women),2.7,Data refers to a 5-year period preceding the reference year.
12,Algeria,2010,"Infant mortality for both sexes (per 1,000 live births)",32.6,Data refers to a 5-year period preceding the reference year.
12,Algeria,2010,"Maternal mortality ratio (deaths per 100,000 population)",147,
12,Algeria,2010,Life expectancy at birth for both sexes (years),73.9,Data refers to a 5-year period preceding the reference year.
12,Algeria,2010,Life expectancy at birth for males (years),72.6,Data refers to a 5-year period preceding the reference year.
12,Algeria,2010,Life expectancy at birth for females (years),75.2,Data refers to a 5-year period preceding the reference year.
12,Algeria,2015,Population annual rate of increase (percent),2,Data refers to a 5-year period preceding the reference year.
12,Algeria,2015,Total fertility rate (children per women),3,Data refers to a 5-year period preceding the reference year.
12,Algeria,2015,"Infant mortality for both sexes (per 1,000 live births)",27.7,Data refers to a 5-year period preceding the reference year.
12,Algeria,2015,"Maternal mortality ratio (deaths per 100,000 population)",140,
12,Algeria,2015,Life expectancy at birth for both sexes (years),75.3,Data refers to a 5-year period preceding the reference year.
12,Algeria,2015,Life expectancy at birth for males (years),74.1,Data refers to a 5-year period preceding the reference year.
12,Algeria,2015,Life expectancy at birth for females (years),76.5,Data refers to a 5-year period preceding the reference year.
16,American Samoa,2005,Population annual rate of increase (percent),0.5,Data refers to a 5-year period preceding the reference year.
16,American Samoa,2006,Life expectancy at birth for males (years),68.5,
16,American Samoa,2006,Life expectancy at birth for females (years),76.2,
16,American Samoa,2010,Population annual rate of increase (percent),-1.2,Data refers to a 5-year period preceding the reference year.
16,American Samoa,2011,Life expectancy at birth for males (years),71.1,
16,American Samoa,2011,Life expectancy at birth for females (years),77.8,
16,American Samoa,2012,"Infant mortality for both sexes (per 1,000 live births)",9.6,Data refers to a 2-year period up to and including the reference year.
16,American Samoa,2013,Total fertility rate (children per women),2.6,
16,American Samoa,2015,Population annual rate of increase (percent),0,Data refers to a 5-year period preceding the reference year.
20,Andorra,2005,Population annual rate of increase (percent),3.7,Data refers to a 5-year period preceding the reference year.
20,Andorra,2005,Total fertility rate (children per women),1.2,
20,Andorra,2010,Population annual rate of increase (percent),1.4,Data refers to a 5-year period preceding the reference year.
20,Andorra,2010,Total fertility rate (children per women),1.2,
20,Andorra,2012,Total fertility rate (children per women),1.2,
20,Andorra,2015,Population annual rate of increase (percent),-1.6,Data refers to a 5-year period preceding the reference year.
24,Angola,2005,Population annual rate of increase (percent),3.5,Data refers to a 5-year period preceding the reference year.
24,Angola,2005,Total fertility rate (children per women),6.6,Data refers to a 5-year period preceding the reference year.
24,Angola,2005,"Infant mortality for both sexes (per 1,000 live births)",108.3,Data refers to a 5-year period preceding the reference year.
24,Angola,2005,"Maternal mortality ratio (deaths per 100,000 population)",705,
24,Angola,2005,Life expectancy at birth for both sexes (years),50,Data refers to a 5-year period preceding the reference year.
24,Angola,2005,Life expectancy at birth for males (years),47.5,Data refers to a 5-year period preceding the reference year.
24,Angola,2005,Life expectancy at birth for females (years),52.5,Data refers to a 5-year period preceding the reference year.
24,Angola,2010,Population annual rate of increase (percent),3.6,Data refers to a 5-year period preceding the reference year.
24,Angola,2010,Total fertility rate (children per women),6.4,Data refers to a 5-year period preceding the reference year.
24,Angola,2010,"Infant mortality for both sexes (per 1,000 live births)",83.8,Data refers to a 5-year period preceding the reference year.
24,Angola,2010,"Maternal mortality ratio (deaths per 100,000 population)",561,
24,Angola,2010,Life expectancy at birth for both sexes (years),55.6,Data refers to a 5-year period preceding the reference year.
24,Angola,2010,Life expectancy at birth for males (years),53,Data refers to a 5-year period preceding the reference year.
24,Angola,2010,Life expectancy at birth for females (years),58.2,Data refers to a 5-year period preceding the reference year.
24,Angola,2015,Population annual rate of increase (percent),3.5,Data refers to a 5-year period preceding the reference year.
24,Angola,2015,Total fertility rate (children per women),6,Data refers to a 5-year period preceding the reference year.
24,Angola,2015,"Infant mortality for both sexes (per 1,000 live births)",65.4,Data refers to a 5-year period preceding the reference year.
24,Angola,2015,"Maternal mortality ratio (deaths per 100,000 population)",477,
24,Angola,2015,Life expectancy at birth for both sexes (years),60.2,Data refers to a 5-year period preceding the reference year.
24,Angola,2015,Life expectancy at birth for males (years),57.4,Data refers to a 5-year period preceding the reference year.
24,Angola,2015,Life expectancy at birth for females (years),63,Data refers to a 5-year period preceding the reference year.
660,Anguilla,2004,Total fertility rate (children per women),2.9,
660,Anguilla,2004,Life expectancy at birth for both sexes (years),78.9,Data refers to a 3-year period up to and including the reference year.
660,Anguilla,2004,Life expectancy at birth for males (years),76.5,Data refers to a 3-year period up to and including the reference year.
660,Anguilla,2004,Life expectancy at birth for females (years),81.1,Data refers to a 3-year period up to and including the reference year.
660,Anguilla,2005,Population annual rate of increase (percent),2.6,Data refers to a 5-year period preceding the reference year.
660,Anguilla,2005,Total fertility rate (children per women),1.8,
660,Anguilla,2006,Total fertility rate (children per women),2,
660,Anguilla,2010,Population annual rate of increase (percent),1.7,Data refers to a 5-year period preceding the reference year.
660,Anguilla,2015,Population annual rate of increase (percent),1.2,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2005,Population annual rate of increase (percent),1.3,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2005,Total fertility rate (children per women),2.3,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2005,"Infant mortality for both sexes (per 1,000 live births)",12.2,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2005,Life expectancy at birth for both sexes (years),74.1,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2005,Life expectancy at birth for males (years),71.5,Data refers to a 5-year period preceding the reference year.
28,Antigua and Barbuda,2005,Life expectancy at birth for females (years),76.4,Data refers to a 5-year period preceding the reference year.
